Status,Mogibacteriaceae.,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Varibaculum,Aeromonadaceae.,Alcaligenaceae.Sutterella,Bacillaceae.Bacillus,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Comamonadaceae.,Coriobacteriaceae.,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Pantoea,Enterobacteriaceae.Proteus,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Methylobacteriaceae.Methylobacterium,Micrococcaceae.Rothia,Moraxellaceae.Acinetobacter,Nocardiaceae.Rhodococcus,Oxalobacteraceae.,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptococcaceae.,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Peptostreptococcaceae.Peptostreptococcus,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.,Xanthomonadaceae.Stenotrophomonas
Cesarean,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,4.3147120342765116e-5,1.8430782578060603e-5,1.8430782578060603e-5,4.3147120342765116e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.31104759055099374,2.588827220565907e-4,0.03456084339455487,1.8430782578060603e-5,8.629424068553023e-5,4.3147120342765116e-5,9.492366475408327e-4,0.007982217263411548,0.002416238739194847,1.8430782578060603e-5,8.197952865125373e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,3.020298423993559e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,9.492366475408327e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.7258848137106047e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.024507564354690592,0.0012944136102829536,0.0019416204154244306,2.1573560171382565e-4,8.629424068553026e-4,8.629424068553023e-5,4.3147120342765116e-5,0.13194389400817574,0.00884515967026685,1.8430782578060603e-5,0.0809008506426846,4.3147120342765116e-5,0.053329840743657694,3.4517696274212093e-4,4.3147120342765116e-5,8.629424068553023e-5,0.0056954198852449955,0.020840059125555553,8.629424068553023e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,3.4517696274212093e-4,1.8430782578060603e-5,7.335010458270072e-4,1.2944136102829536e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.026060860687030136,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,4.3147120342765116e-5,0.03740855333717736,1.2944136102829536e-4,0.10674597572800093,0.004098976432562687,0.12689568092807224,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,3.4517696274212093e-4,4.3147120342765116e-5,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5,0.004746183237704164,4.7461832377041635e-4,1.8430782578060603e-5,1.8430782578060603e-5,1.8430782578060603e-5
Vaginal,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,3.5762891337010755e-4,0.0011920963779003585,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.1920963779003585e-4,1.843282488318311e-5,9.536771023202868e-4,2.980240944750896e-4,5.9604818895017924e-5,0.03230581184109972,1.843282488318311e-5,0.0069141589918220794,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.006794949354032044,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.0017881445668505376,5.9604818895017924e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.005126014424971541,1.843282488318311e-5,2.980240944750896e-4,0.8049034743583221,1.843282488318311e-5,1.843282488318311e-5,1.1920963779003585e-4,5.9604818895017924e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,2.384192755800717e-4,5.9604818895017924e-5,1.843282488318311e-5,0.0012517011967953762,0.0016689349290605019,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,5.960481889501792e-4,1.843282488318311e-5,0.01400713244032921,0.006973763810717097,1.843282488318311e-5,0.0021457734802206455,1.843282488318311e-5,1.1920963779003585e-4,0.0016093301101654841,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,5.9604818895017924e-5,0.007927440913037384,1.843282488318311e-5,0.0033378698581210038,1.843282488318311e-5,0.007808231275247349,1.1920963779003585e-4,2.384192755800717e-4,1.843282488318311e-5,1.843282488318311e-5,0.0026226120313807885,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.0028610313069608604,1.843282488318311e-5,0.0010132819212153048,0.0039339180470711835,0.0019073542046405736,0.006794949354032044,1.843282488318311e-5,0.0033378698581210038,0.008583093920882582,7.152578267402151e-4,0.028848732345188675,0.005722062613921721,2.384192755800717e-4,0.007331392724087205,0.0035762891337010752,1.843282488318311e-5,0.0012517011967953762,0.001549725291270466,1.1920963779003585e-4,1.7881445668505377e-4,0.004708780692706416,1.843282488318311e-5,0.004291546960441291
Vaginal,4.3570828206421424e-5,0.005228499384770571,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.307124846192643e-4,1.8430101809686436e-5,1.8430101809686436e-5,0.013637669228609905,1.8430101809686436e-5,0.3174570543119865,1.8430101809686436e-5,0.0020913997539082287,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,4.3570828206421424e-5,0.0012635540179862213,0.0021785414103210714,1.8430101809686436e-5,4.3570828206421424e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,4.3570828206421424e-5,1.8430101809686436e-5,1.8430101809686436e-5,0.0038778037103715073,1.8430101809686436e-5,3.9213745385779285e-4,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,4.3570828206421424e-5,0.0038778037103715073,0.018212606190284156,7.842749077155857e-4,1.8430101809686436e-5,1.307124846192643e-4,4.3570828206421424e-5,4.3570828206421424e-5,0.038168045508825174,0.0014814081590183285,7.407040795091642e-4,0.04448581559875628,1.8430101809686436e-5,0.007537753279710907,2.614249692385286e-4,1.8430101809686436e-5,1.8430101809686436e-5,0.006361340918137529,0.13659454642713115,2.1785414103210713e-4,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,3.485666256513714e-4,1.8430101809686436e-5,8.714165641284285e-5,4.3570828206421424e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,0.057121355778618495,1.8430101809686436e-5,4.3570828206421424e-5,1.8430101809686436e-5,0.03241669618557754,0.07916819485106773,8.714165641284285e-5,0.12618111848579647,0.00457493696167425,0.08526811079996674,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,0.004705649446293514,4.3570828206421424e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,1.8430101809686436e-5,0.0019171164410825428,0.00152497898722475,1.8430101809686436e-5,1.8430101809686436e-5
Cesarean,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.00120765227082829,1.843282488318311e-5,1.843282488318311e-5,5.250662047079522e-5,1.843282488318311e-5,2.625331023539761e-4,0.0014176787527114712,0.2451534109781429,1.843282488318311e-5,5.250662047079522e-5,3.6754634329556657e-4,1.843282488318311e-5,0.15337183839519283,0.01716966489395004,0.005723221631316679,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,5.250662047079522e-5,0.026095790373985222,5.250662047079522e-5,3.150397228247713e-4,2.1002648188318089e-4,1.843282488318311e-5,5.250662047079522e-5,1.843282488318311e-5,4.7255958423715697e-4,4.7255958423715697e-4,1.843282488318311e-5,1.843282488318311e-5,0.0011026390298866998,0.08248790075961929,0.06694594110026392,0.00351794357154328,1.843282488318311e-5,1.843282488318311e-5,7.350926865911331e-4,5.250662047079522e-5,0.09157154610106687,0.13798739859724984,1.843282488318311e-5,1.5751986141238566e-4,1.843282488318311e-5,5.250662047079522e-5,0.08863117535470234,2.625331023539761e-4,1.843282488318311e-5,1.0501324094159044e-4,1.843282488318311e-5,7.875993070619282e-4,1.843282488318311e-5,1.843282488318311e-5,5.250662047079522e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.5751986141238566e-4,1.843282488318311e-5,0.025203177825981703,1.843282488318311e-5,0.005513195149433499,5.250662047079522e-5,1.843282488318311e-5,1.0501324094159044e-4,5.250662047079522e-5,5.250662047079522e-5,5.250662047079522e-5,5.250662047079522e-5,1.843282488318311e-5,1.0501324094159044e-4,1.0501324094159044e-4,1.843282488318311e-5,1.0501324094159044e-4,0.00472559584237157,0.0013651721322406757,1.843282488318311e-5,1.0501324094159044e-4,5.250662047079522e-5,0.019059903230898668,1.843282488318311e-5,1.843282488318311e-5,5.250662047079522e-5,1.843282488318311e-5,1.843282488318311e-5,0.015226919936530614,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5
Vaginal,1.8429421041312268e-5,1.8429421041312268e-5,3.2036930060333784e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,9.611079018100135e-5,1.8429421041312268e-5,1.8429421041312268e-5,3.2036930060333784e-5,1.8429421041312268e-5,5.125908809653406e-4,1.8429421041312268e-5,0.008617934186229788,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.054142411801964094,0.010091632969005143,1.8429421041312268e-5,3.524062306636716e-4,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.004453133278386396,1.8429421041312268e-5,1.8429421041312268e-5,9.611079018100135e-5,0.11161666433020291,6.407386012066757e-5,3.2036930060333784e-5,3.844431607240054e-4,1.8429421041312268e-5,0.018389197854631594,1.8429421041312268e-5,1.8429421041312268e-5,3.2036930060333784e-5,3.2036930060333784e-5,1.8429421041312268e-5,3.2036930060333784e-5,0.050522238705146376,0.025949913348870365,0.04629336393718232,1.8429421041312268e-5,1.8429421041312268e-5,0.003908505467360722,1.8429421041312268e-5,0.11007889168730689,0.1263216152278961,1.8429421041312268e-5,0.16556685455180498,1.8429421041312268e-5,0.0020183265938010287,0.04411485269307962,0.02184918630114764,1.8429421041312268e-5,1.8429421041312268e-5,3.2036930060333784e-5,7.368493913876771e-4,1.8429421041312268e-5,3.2036930060333784e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.0022105481741630313,0.11619794532883063,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,9.611079018100135e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.010604223849970482,1.8429421041312268e-5,6.407386012066757e-5,0.03988597792511556,0.015025320198296544,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.007048124613273432,1.8429421041312268e-5,1.8429421041312268e-5,3.2036930060333784e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.0012174033422926837,9.611079018100135e-5,1.8429421041312268e-5,1.8429421041312268e-5
Vaginal,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.1886996355008712e-4,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,4.160448724253049e-4,1.8426357583628506e-005,0.4207996709673084,1.8426357583628506e-005,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,4.754798542003485e-4,0.0023773992710017424,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.1886996355008712e-4,0.11340194522678311,1.8426357583628506e-005,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,4.160448724253049e-4,5.943498177504356e-5,1.8426357583628506e-005,5.943498177504356e-5,1.1886996355008712e-4,1.8426357583628506e-005,2.971749088752178e-4,0.3304584986692422,1.8426357583628506e-005,0.0017830494532513068,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.1886996355008712e-4,8.915247266256534e-4,5.943498177504356e-5,1.8426357583628506e-005,0.047191375529384585,1.8426357583628506e-005,5.943498177504356e-5,0.025973087035694033,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.1886996355008712e-4,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,0.005111408432653746,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,8.320897448506098e-4,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,5.943498177504356e-4,1.1886996355008712e-4,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,5.943498177504356e-5,1.8426357583628506e-005,0.010341686828857579,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005,0.03607703393745144,1.8426357583628506e-005,1.8426357583628506e-005,1.8426357583628506e-005
Vaginal,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,0.002369033323253122,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,4.9354860901106705e-5,0.001727420131538735,1.842908065712518e-5,0.001233871522527668,1.842908065712518e-5,1.842908065712518e-5,4.9354860901106705e-5,1.842908065712518e-5,0.03494324151798355,0.4891066715299675,1.842908065712518e-5,0.002763872210461976,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,0.013276457582397705,1.842908065712518e-5,4.9354860901106705e-5,0.006416131917143872,0.0011351618007254542,0.27979270644837395,1.842908065712518e-5,4.9354860901106705e-5,8.39032635318814e-4,2.467743045055336e-4,1.842908065712518e-5,0.005478389560022845,4.9354860901106705e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,3.45484026307747e-4,4.9354860901106705e-5,2.467743045055336e-4,1.842908065712518e-5,4.9354860901106705e-5,1.842908065712518e-5,1.842908065712518e-5,0.009574843014814703,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,4.9354860901106705e-5,9.870972180221341e-5,3.9483888720885364e-4,1.842908065712518e-5,9.870972180221343e-4,4.9354860901106705e-5,1.842908065712518e-5,1.842908065712518e-5,1.4806458270332014e-4,1.842908065712518e-5,0.007748713161473754,1.842908065712518e-5,1.9741944360442682e-4,9.870972180221341e-5,1.842908065712518e-5,4.9354860901106705e-5,1.842908065712518e-5,4.9354860901106705e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,0.13700909386147223,1.842908065712518e-5,1.842908065712518e-5,4.9354860901106705e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,5.429034699121738e-4,1.842908065712518e-5,0.001233871522527668,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,1.842908065712518e-5,2.467743045055336e-4,4.9354860901106705e-5,4.9354860901106705e-5,1.842908065712518e-5
Vaginal,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,6.007320815432523e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,6.007320815432523e-5,1.8432484498996023e-5,1.8432484498996023e-5,6.007320815432523e-5,0.0012014641630865045,3.0036604077162614e-4,0.0269127972531377,1.8432484498996023e-5,0.0019223426609384074,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,0.005466661942043596,4.2051245708027657e-4,1.8432484498996023e-5,1.8432484498996023e-5,0.0031238068240249115,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,6.007320815432523e-5,0.007509151019290654,1.8432484498996023e-5,3.604392489259514e-4,0.8114088225404708,1.8432484498996023e-5,1.8432484498996023e-5,1.802196244629757e-4,6.007320815432523e-5,1.802196244629757e-4,1.8432484498996023e-5,1.8432484498996023e-5,0.0014417569957038056,2.4029283261730092e-4,1.8432484498996023e-5,0.0031238068240249115,0.0021025622854013827,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,0.004084978154494116,0.002342855118018684,1.8432484498996023e-5,0.007449077811136328,1.8432484498996023e-5,9.611713304692037e-4,1.2014641630865046e-4,1.8432484498996023e-5,6.007320815432523e-5,6.007320815432523e-5,1.8432484498996023e-5,0.0076893706437536295,1.8432484498996023e-5,0.00528644231758062,1.8432484498996023e-5,0.023909136845421442,0.001501830203858131,0.0018021962446297568,1.8432484498996023e-5,1.8432484498996023e-5,1.2014641630865046e-4,0.001321610579395155,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,0.002342855118018684,1.8432484498996023e-5,0.002162635493555708,0.005466661942043596,0.002402928326173009,0.0028835139914076113,1.8432484498996023e-5,9.010981223148784e-4,0.0018021962446297568,0.003243953240333562,0.037305462263835965,0.0011413909549321793,0.00504614948496332,0.0028835139914076113,0.001501830203858131,1.8432484498996023e-5,1.8432484498996023e-5,1.8432484498996023e-5,6.007320815432523e-4,1.2014641630865046e-4,0.006367760064358474,1.8432484498996023e-5,1.8432484498996023e-5
Vaginal,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.0243986202381736e-4,2.0487972404763472e-4,1.0243986202381736e-4,2.0487972404763472e-4,1.843282488318311e-5,2.5609965505954337e-4,1.0243986202381736e-4,5.121993101190868e-5,0.006095171790417133,1.843282488318311e-5,4.0975944809526943e-4,1.5365979303572604e-4,0.2809413216003191,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.052756528942265936,0.18372589253971644,1.843282488318311e-5,5.121993101190868e-5,5.121993101190868e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,0.0019463573784525299,1.0243986202381736e-4,5.121993101190868e-5,1.843282488318311e-5,0.111608229674949,1.843282488318311e-5,5.121993101190868e-5,0.0016902577233929863,1.843282488318311e-5,0.03846616818994342,1.843282488318311e-5,1.843282488318311e-5,0.011370824684643727,5.121993101190867e-4,1.843282488318311e-5,0.003995154618928877,0.047327216255003614,1.843282488318311e-5,2.0487972404763472e-4,1.843282488318311e-5,1.843282488318311e-5,1.5365979303572604e-4,1.843282488318311e-5,0.006043951859405223,0.11089115064078228,1.843282488318311e-5,0.0010756185512500822,1.843282488318311e-5,0.0014341580683334431,5.121993101190868e-5,0.034471013571014536,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.5365979303572604e-4,5.121993101190868e-5,1.843282488318311e-5,1.843282488318311e-5,5.121993101190868e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5,5.121993101190868e-5,1.843282488318311e-5,3.585395170833608e-4,0.014085481028274886,1.0243986202381736e-4,1.843282488318311e-5,1.843282488318311e-5,1.5365979303572604e-4,5.121993101190868e-5,0.002253676964523982,2.0487972404763472e-4,1.843282488318311e-5,5.121993101190868e-5,1.843282488318311e-5,1.0243986202381736e-4,0.013419621925120072,1.843282488318311e-5,1.843282488318311e-5,5.121993101190868e-5,1.843282488318311e-5,0.0018439175164287123,1.843282488318311e-5,1.843282488318311e-5,4.609793791071781e-4,1.843282488318311e-5,1.843282488318311e-5,0.06899324707304098,1.843282488318311e-5,1.843282488318311e-5,1.843282488318311e-5
Vaginal,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,7.710327500144403e-5,1.1565491250216605e-4,3.8551637500722016e-5,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,1.8429421041312268e-5,7.710327500144403e-5,1.8429421041312268e-5,0.5455056706352165,3.8551637500722016e-5,0.0535867761260036,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,3.8551637500722016e-5,0.0060911587251140775,0.0023516498875440425,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,3.4696473750649815e-4,1.8429421041312268e-5,0.007170604575134295,1.8429421041312268e-5,0.17706767104081622,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,1.8429421041312268e-5,2.313098250043321e-4,1.8429421041312268e-5,3.8551637500722016e-5,7.710327500144403e-5,1.5420655000288806e-4,1.8429421041312268e-5,0.0011565491250216605,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.5420655000288806e-4,8.095843875151623e-4,7.710327500144403e-5,1.8429421041312268e-5,0.008712670075163177,1.8429421041312268e-5,1.8429421041312268e-5,4.626196500086642e-4,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,3.8551637500722016e-5,0.006592330012623465,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,3.8551637500722016e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.18011325040337325,1.8429421041312268e-5,7.710327500144403e-5,1.8429421041312268e-5,7.710327500144403e-5,1.1565491250216605e-4,1.8429421041312268e-5,0.0012722040375238268,3.8551637500722016e-5,3.8551637500722016e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,0.0038166121125714795,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,1.8429421041312268e-5,8.095843875151623e-4,0.0012722040375238268,3.8551637500722016e-5,1.8429421041312268e-5,1.8429421041312268e-5
